Problem,Alpha,Beta,DepthCut,NodesProcessed,NumSols,NumberofGeneratedSolutions,PercentNearOptimal,SolCut,Time(ms),diversity,nodeType,,,,,,,,,,,,
gen(100),0.4,0.08,0,0,100,101,0.01,0.04,805.941589,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.08,0,0,100,101,0.01,0.05,766.343689,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.08,0,0,100,101,0.01,0.06,726.134155,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.08,0,0,100,101,0.01,0.07,695.763123,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.08,0,0,100,101,0.01,0.08,699.049438,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.08,0,0,100,101,0.01,0.09,719.578857,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.08,0,0,100,101,0.01,0.1,702.742432,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.08,0,0,100,101,0.01,0.2,992.252686,0.105603,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.08,0,0,100,101,0.01,0.3,931.924011,0.153493,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.08,0,0,100,101,0.01,0.4,1182.56665,0.147885,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.08,0,0,100,101,0.01,0.5,1232.154663,0.171373,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.08,0,0,100,101,0.01,0.6,1380.34668,0.180908,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.08,0,0,100,101,0.01,0.7,977.693359,0.161958,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.08,0,0,100,101,0.01,0.8,852.623474,0.178649,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.08,0,0,100,101,0.01,0.9,568.107788,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0,737.243896,0.076051,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.01,938.170044,0.118986,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.02,996.555298,0.118986,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.03,744.263306,0.108199,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.04,789.378479,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.05,837.453308,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.06,714.663269,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.07,640.525208,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.08,678.077148,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.09,686.781067,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.1,702.408691,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.2,880.575745,0.096114,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.3,942.527222,0.144029,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.4,1205.94397,0.147885,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.5,1261.947388,0.171395,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.6,1397.848755,0.180908,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.7,995.647522,0.161958,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.8,811.37439,0.178649,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.09,0,0,100,101,0.01,0.9,596.587952,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0,743.589661,0.076051,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.01,808.31134,0.195509,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.02,836.286255,0.195509,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.03,687.763794,0.108199,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.04,771.894775,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.05,764.997314,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.06,698.764587,0.099074,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.07,720.00238,0.099074,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.08,659.776428,0.099074,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.09,826.716125,0.099074,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.1,751.620911,0.099074,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.2,880.922668,0.096114,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.3,906.687378,0.124638,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.4,1234.281982,0.148014,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.5,1258.035034,0.171395,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.6,1377.019165,0.180908,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.7,1042.819458,0.161958,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.8,846.485413,0.178649,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.1,0,0,100,101,0.01,0.9,575.271606,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0,735.153564,0.076051,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.01,837.080383,0.195509,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.02,766.183167,0.195509,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.03,697.620544,0.125551,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.04,760.51886,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.05,785.762451,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.06,844.403503,0.145292,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.07,835.730774,0.145292,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.08,784.450684,0.145292,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.09,790.655762,0.145292,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.1,821.767517,0.145292,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.2,905.74707,0.111593,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.3,985.190491,0.121513,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.4,1249.79248,0.147784,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.5,1320.602173,0.177349,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.6,1399.02124,0.180908,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.7,1020.741516,0.168845,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.8,898.578247,0.179233,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.2,0,0,100,101,0.01,0.9,569.225525,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0,735.65564,0.079511,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.01,820.339722,0.195509,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.02,880.24469,0.195509,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.03,694.536926,0.125606,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.04,678.024597,0.128157,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.05,728.585022,0.128157,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.06,725.733765,0.105044,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.07,728.966187,0.105044,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.08,704.204529,0.105044,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.09,729.208008,0.105044,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.1,746.439087,0.105044,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.2,852.982239,0.114143,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.3,974.589661,0.136051,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.4,818.459595,0.131252,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.5,1182.946289,0.17096,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.6,1497.445801,0.184089,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.7,1108.950317,0.168561,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.8,908.853333,0.168088,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.3,0,0,100,101,0.01,0.9,572.508606,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0,714.012207,0.075974,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.01,804.625916,0.195509,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.02,874.181702,0.195509,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.03,662.401306,0.125606,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.04,647.446411,0.128157,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.05,733.362427,0.128157,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.06,784.632507,0.102943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.07,784.795715,0.102943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.08,771.454529,0.102943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.09,804.605591,0.102943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.1,813.712952,0.102943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.2,924.954102,0.138496,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.3,840.739502,0.141021,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.4,897.440002,0.131821,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.5,1351.547974,0.168661,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.6,1606.729736,0.177516,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.7,971.215637,0.165709,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.8,864.988525,0.168088,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.4,0,0,100,101,0.01,0.9,583.678467,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0,755.339355,0.075801,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.01,853.21936,0.195509,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.02,803.114807,0.195509,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.03,766.891052,0.125328,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.04,700.33313,0.127797,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.05,680.163513,0.127797,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.06,792.160889,0.102943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.07,796.234558,0.102943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.08,771.497253,0.102943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.09,788.134338,0.102943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.1,803.956116,0.102943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.2,861.98584,0.122709,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.3,900.345581,0.138793,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.4,934.725891,0.139519,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.5,1304.484497,0.162024,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.6,1285.362549,0.178484,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.7,974.78833,0.165943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.8,875.259216,0.172854,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.5,0,0,100,101,0.01,0.9,580.024353,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0,723.454895,0.076268,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.01,857.087952,0.062379,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.02,806.216064,0.062379,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.03,687.254028,0.125328,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.04,657.328735,0.127797,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.05,687.999817,0.127797,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.06,797.250305,0.102943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.07,778.939453,0.102943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.08,780.549377,0.102943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.09,807.589478,0.102943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.1,779.475159,0.102943,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.2,895.341858,0.144255,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.3,859.997925,0.139459,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.4,1097.3125,0.152305,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.5,1344.340576,0.168614,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.6,1349.899048,0.179585,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.7,958.007446,0.177027,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.8,957.421631,0.176941,DiversiTree,,,,,,,,,,,,
gen(100),0.4,0.6,0,0,100,101,0.01,0.9,595.771729,0.161944,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0,712.900085,0.076051,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.01,811.322632,0.185921,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.02,836.491943,0.185921,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.03,766.81665,0.126183,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.04,772.536194,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.05,882.807983,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.06,769.85083,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.07,696.134766,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.08,691.998779,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.09,692.199707,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.1,684.801086,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.2,824.353149,0.097792,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.3,950.904053,0.133842,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.4,805.641296,0.124467,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.5,1202.930908,0.168254,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.6,959.738281,0.163292,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.7,854.674683,0.165833,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.8,723.82135,0.166397,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0,0,0,100,101,0.01,0.9,578.041748,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0,722.593201,0.076078,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.01,828.679016,0.185921,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.02,826.735535,0.185921,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.03,764.424561,0.126183,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.04,751.075378,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.05,736.91095,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.06,702.096008,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.07,705.798279,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.08,704.896729,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.09,730.496033,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.1,685.843933,0.09837,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.2,956.578064,0.106351,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.3,753.573303,0.135253,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.4,796.607117,0.124824,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.5,1187.058838,0.168254,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.6,978.03479,0.163292,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.7,848.789246,0.165833,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.8,753.529419,0.165456,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.01,0,0,100,101,0.01,0.9,558.449341,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0,726.891113,0.076078,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.01,797.763062,0.185921,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.02,814.535767,0.185921,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.03,766.734314,0.126183,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.04,785.473267,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.05,730.078003,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.06,717.460754,0.097176,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.07,702.400513,0.097176,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.08,701.901611,0.097176,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.09,673.059998,0.097176,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.1,832.371155,0.097176,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.2,1003.444763,0.102805,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.3,789.430603,0.135253,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.4,750.844971,0.124887,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.5,1363.166382,0.17247,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.6,1015.607666,0.163292,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.7,905.276489,0.165674,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.8,807.944031,0.167005,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.02,0,0,100,101,0.01,0.9,559.153381,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0,700.207336,0.076078,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.01,809.757874,0.185921,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.02,839.701965,0.185921,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.03,793.116638,0.126183,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.04,788.720642,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.05,749.664307,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.06,806.542542,0.1431,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.07,817.453308,0.1431,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.08,821.264893,0.1431,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.09,792.815979,0.1431,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.1,838.355774,0.1431,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.2,937.393982,0.102805,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.3,775.866516,0.135253,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.4,802.424194,0.124887,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.5,1317.841919,0.17247,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.6,1082.089478,0.163292,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.7,799.44458,0.16167,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.8,804.838623,0.167005,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.03,0,0,100,101,0.01,0.9,589.492126,0.162214,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0,750.795776,0.076078,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0.01,789.620483,0.185921,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0.02,821.494568,0.185921,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0.03,774.393982,0.126183,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0.04,773.634277,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0.05,759.457764,0.145223,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0.06,716.692871,0.103477,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0.07,726.598816,0.103477,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0.08,676.236145,0.103477,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0.09,679.225525,0.103477,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0.1,696.7547,0.103477,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0.2,919.71814,0.102805,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0.3,1069.535767,0.131928,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0.4,784.176819,0.124651,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0.5,861.605896,0.139555,DiversiTree,,,,,,,,,,,,
gen(100),0.5,0.04,0,0,100,101,0.01,0.6,998.352417,0.163292,DiversiTree,,,,,,,,,,,,
